"회계연도","지역명","자치단체코드","자치단체명","분야코드","분야명","부문코드","부문명","세출결산액"
"2014","제주","4900000","제주본청","080","사회복지","087","보훈","5352562060"
"2014","제주","4900000","제주본청","080","사회복지","088","주택","277838220"
"2014","제주","4900000","제주본청","080","사회복지","089","사회복지일반","3542509120"
"2014","제주","4900000","제주본청","090","보건","091","보건의료","54911153057"
"2014","제주","4900000","제주본청","090","보건","093","식품의약안전","1732195645"
"2014","제주","4900000","제주본청","100","농림해양수산","101","농업ㆍ농촌","345929779388"
"2014","제주","4900000","제주본청","100","농림해양수산","102","임업ㆍ산촌","57479422515"
"2014","제주","4900000","제주본청","100","농림해양수산","103","해양수산ㆍ어촌","94854767187"
"2014","제주","4900000","제주본청","110","산업ㆍ중소기업","113","무역및투자유치","14022740310"
"2014","제주","4900000","제주본청","110","산업ㆍ중소기업","114","산업진흥ㆍ고도화","37457016126"
"2014","제주","4900000","제주본청","110","산업ㆍ중소기업","115","에너지및자원개발","24697295880"
"2014","제주","4900000","제주본청","110","산업ㆍ중소기업","116","산업ㆍ중소기업일반","30189482350"
"2014","제주","4900000","제주본청","120","수송및교통","121","도로","147896808800"
"2014","제주","4900000","제주본청","120","수송및교통","124","해운ㆍ항만","133579834300"
"2014","제주","4900000","제주본청","120","수송및교통","125","항공ㆍ공항","320261030"
"2014","제주","4900000","제주본청","120","수송및교통","126","대중교통ㆍ물류등기타","73344600571"
"2014","제주","4900000","제주본청","140","국토및지역개발","142","지역및도시","109000624740"
"2014","제주","4900000","제주본청","150","과학기술","153","과학기술일반","2224063350"
"2014","제주","4900000","제주본청","160","예비비","161","예비비","0"
"2014","제주","4900000","제주본청","900","기타","901","기타","461091300244"
"2014","경남","4879000","경남거창군","100","농림해양수산","101","농업ㆍ농촌","67520097230"
"2014","경남","4879000","경남거창군","100","농림해양수산","102","임업ㆍ산촌","19891525100"
"2014","경남","4879000","경남거창군","110","산업ㆍ중소기업","111","산업금융지원","500000000"
"2014","경남","4879000","경남거창군","110","산업ㆍ중소기업","113","무역및투자유치","7942199660"
"2014","경남","4879000","경남거창군","110","산업ㆍ중소기업","114","산업진흥ㆍ고도화","2572879560"
"2014","경남","4879000","경남거창군","110","산업ㆍ중소기업","115","에너지및자원개발","3883599570"
