"회계연도","지역명","자치단체코드","자치단체명","분야코드","분야명","부문코드","부문명","세출결산액"
"2012","경남","4880000","경남합천군","080","사회복지","081","기초생활보장","10284684020"
"2012","경남","4880000","경남합천군","080","사회복지","082","취약계층지원","4686103200"
"2012","경남","4880000","경남합천군","080","사회복지","084","보육ㆍ가족및여성","7654095550"
"2012","경남","4880000","경남합천군","080","사회복지","085","노인ㆍ청소년","28454156870"
"2012","경남","4880000","경남합천군","080","사회복지","086","노동","1288211730"
"2012","경남","4880000","경남합천군","080","사회복지","087","보훈","715958000"
"2012","경남","4880000","경남합천군","080","사회복지","088","주택","335882695"
"2012","경남","4880000","경남합천군","080","사회복지","089","사회복지일반","1023374810"
"2012","경남","4880000","경남합천군","090","보건","091","보건의료","6582219450"
"2012","경남","4880000","경남합천군","090","보건","093","식품의약안전","59580440"
"2012","경남","4880000","경남합천군","100","농림해양수산","101","농업ㆍ농촌","73030664260"
"2012","경남","4880000","경남합천군","100","농림해양수산","102","임업ㆍ산촌","14051944830"
"2012","경남","4880000","경남합천군","100","농림해양수산","103","해양수산ㆍ어촌","242105800"
"2012","경남","4880000","경남합천군","110","산업ㆍ중소기업","113","무역및투자유치","1464803270"
"2012","경남","4880000","경남합천군","110","산업ㆍ중소기업","114","산업진흥ㆍ고도화","667304390"
"2012","경남","4880000","경남합천군","110","산업ㆍ중소기업","115","에너지및자원개발","318644120"
"2012","경남","4880000","경남합천군","120","수송및교통","121","도로","10679648830"
"2012","경남","4880000","경남합천군","120","수송및교통","126","대중교통ㆍ물류등기타","5632981510"
"2012","경남","4880000","경남합천군","140","국토및지역개발","141","수자원","14833268680"
"2012","경남","4880000","경남합천군","140","국토및지역개발","142","지역및도시","33052575550"
"2012","경남","4880000","경남합천군","140","국토및지역개발","143","산업단지","575012400"
"2012","경남","4880000","경남합천군","160","예비비","161","예비비","0"
"2012","경남","4880000","경남합천군","900","기타","901","기타","48618214570"
"2012","제주","4900000","제주본청","010","일반공공행정","011","입법및선거관리","5572590870"
"2012","제주","4900000","제주본청","010","일반공공행정","013","지방행정ㆍ재정지원","208078806600"
"2012","제주","4900000","제주본청","010","일반공공행정","016","일반행정","141176879322"
"2012","제주","4900000","제주본청","020","공공질서및안전","023","경찰","1619371760"
"2012","제주","4900000","제주본청","020","공공질서및안전","025","재난방재ㆍ민방위","126335591295"
"2012","제주","4900000","제주본청","050","교육","051","유아및초중등교육","39910715810"
"2012","제주","4900000","제주본청","050","교육","052","고등교육","1896695600"
"2012","제주","4900000","제주본청","050","교육","053","평생ㆍ직업교육","3050559530"
"2012","제주","4900000","제주본청","060","문화및관광","061","문화예술","51656939386"
"2012","제주","4900000","제주본청","060","문화및관광","062","관광","33833504880"
"2012","제주","4900000","제주본청","060","문화및관광","063","체육","40168092910"
"2012","제주","4900000","제주본청","060","문화및관광","064","문화재","23401040540"
"2012","제주","4900000","제주본청","060","문화및관광","065","문화및관광일반","25238458500"
"2012","제주","4900000","제주본청","070","환경보호","071","상하수도ㆍ수질","165955427699"
"2012","제주","4900000","제주본청","070","환경보호","072","폐기물","40708190410"
"2012","제주","4900000","제주본청","070","환경보호","073","대기","6205500260"
"2012","제주","4900000","제주본청","070","환경보호","074","자연","69899597780"
"2012","제주","4900000","제주본청","070","환경보호","075","해양","5217034720"
"2012","제주","4900000","제주본청","070","환경보호","076","환경보호일반","2256832890"
"2012","제주","4900000","제주본청","080","사회복지","081","기초생활보장","141297850030"
"2012","제주","4900000","제주본청","080","사회복지","082","취약계층지원","63916636754"
"2012","제주","4900000","제주본청","080","사회복지","084","보육ㆍ가족및여성","179433946853"
"2012","제주","4900000","제주본청","080","사회복지","085","노인ㆍ청소년","114191448140"
"2012","제주","4900000","제주본청","080","사회복지","086","노동","9251476890"
"2012","제주","4900000","제주본청","080","사회복지","087","보훈","3652731740"
"2012","제주","4900000","제주본청","080","사회복지","088","주택","1233442390"
"2012","제주","4900000","제주본청","080","사회복지","089","사회복지일반","1929020670"
"2012","제주","4900000","제주본청","090","보건","091","보건의료","38507376500"
"2012","제주","4900000","제주본청","090","보건","093","식품의약안전","768288982"
"2012","제주","4900000","제주본청","100","농림해양수산","101","농업ㆍ농촌","325197676718"
"2012","제주","4900000","제주본청","100","농림해양수산","102","임업ㆍ산촌","19287571220"
