"회계연도","지역명","자치단체코드","자치단체명","분야코드","분야명","부문코드","부문명","세출결산액"
"2013","제주","4900000","제주본청","020","공공질서및안전","025","재난방재ㆍ민방위","134220000600"
"2013","제주","4900000","제주본청","050","교육","051","유아및초중등교육","47414270000"
"2013","제주","4900000","제주본청","050","교육","052","고등교육","939711399"
"2013","제주","4900000","제주본청","050","교육","053","평생ㆍ직업교육","2870873710"
"2013","제주","4900000","제주본청","060","문화및관광","061","문화예술","65101131320"
"2013","제주","4900000","제주본청","060","문화및관광","062","관광","34344053191"
"2013","제주","4900000","제주본청","060","문화및관광","063","체육","101694982450"
"2013","제주","4900000","제주본청","060","문화및관광","064","문화재","22157250940"
"2013","제주","4900000","제주본청","060","문화및관광","065","문화및관광일반","17779771310"
"2013","제주","4900000","제주본청","070","환경보호","071","상하수도ㆍ수질","197491226334"
"2013","제주","4900000","제주본청","070","환경보호","072","폐기물","43539365626"
"2013","제주","4900000","제주본청","070","환경보호","073","대기","2124162939"
"2013","제주","4900000","제주본청","070","환경보호","074","자연","22193662725"
"2013","제주","4900000","제주본청","070","환경보호","075","해양","8144872365"
"2013","제주","4900000","제주본청","070","환경보호","076","환경보호일반","4128425710"
"2013","제주","4900000","제주본청","080","사회복지","081","기초생활보장","149207155815"
"2013","제주","4900000","제주본청","080","사회복지","082","취약계층지원","75552691364"
"2013","제주","4900000","제주본청","080","사회복지","084","보육ㆍ가족및여성","219503917904"
"2013","제주","4900000","제주본청","080","사회복지","085","노인ㆍ청소년","123353710630"
"2013","제주","4900000","제주본청","080","사회복지","086","노동","13262794868"
"2013","제주","4900000","제주본청","080","사회복지","087","보훈","4438816600"
"2013","제주","4900000","제주본청","080","사회복지","088","주택","163786050"
"2013","제주","4900000","제주본청","080","사회복지","089","사회복지일반","2753928630"
"2013","제주","4900000","제주본청","090","보건","091","보건의료","38715210618"
"2013","제주","4900000","제주본청","090","보건","093","식품의약안전","1223094130"
"2013","제주","4900000","제주본청","100","농림해양수산","101","농업ㆍ농촌","345285062201"
"2013","제주","4900000","제주본청","100","농림해양수산","102","임업ㆍ산촌","38445823989"
"2013","제주","4900000","제주본청","100","농림해양수산","103","해양수산ㆍ어촌","104026567040"
"2013","제주","4900000","제주본청","110","산업ㆍ중소기업","113","무역및투자유치","9581445960"
"2013","제주","4900000","제주본청","110","산업ㆍ중소기업","114","산업진흥ㆍ고도화","36907615667"
"2013","제주","4900000","제주본청","110","산업ㆍ중소기업","115","에너지및자원개발","16353057482"
"2013","제주","4900000","제주본청","110","산업ㆍ중소기업","116","산업ㆍ중소기업일반","25489380490"
"2013","제주","4900000","제주본청","120","수송및교통","121","도로","185053480730"
"2013","제주","4900000","제주본청","120","수송및교통","124","해운ㆍ항만","92547346530"
"2013","제주","4900000","제주본청","120","수송및교통","125","항공ㆍ공항","248930150"
"2013","제주","4900000","제주본청","120","수송및교통","126","대중교통ㆍ물류등기타","78037473296"
"2013","제주","4900000","제주본청","140","국토및지역개발","142","지역및도시","120033198379"
"2013","제주","4900000","제주본청","150","과학기술","153","과학기술일반","1712750670"
"2013","제주","4900000","제주본청","160","예비비","161","예비비","0"
"2013","제주","4900000","제주본청","900","기타","901","기타","436718204012"
"2013","경남","4878000","경남함양군","900","기타","901","기타","41039220090"
"2013","경남","4879000","경남거창군","010","일반공공행정","011","입법및선거관리","666031540"
"2013","경남","4879000","경남거창군","010","일반공공행정","014","재정ㆍ금융","2293943730"
"2013","경남","4879000","경남거창군","010","일반공공행정","016","일반행정","18358857190"
"2013","경남","4879000","경남거창군","020","공공질서및안전","025","재난방재ㆍ민방위","4331636780"
"2013","경남","4879000","경남거창군","050","교육","051","유아및초중등교육","5414226930"
"2013","경남","4879000","경남거창군","050","교육","053","평생ㆍ직업교육","804238710"
"2013","경남","4879000","경남거창군","060","문화및관광","061","문화예술","3366349730"
"2013","경남","4879000","경남거창군","060","문화및관광","062","관광","7697459180"
"2013","경남","4879000","경남거창군","060","문화및관광","063","체육","6464978780"
"2013","경남","4879000","경남거창군","060","문화및관광","064","문화재","1612820890"
"2013","경남","4879000","경남거창군","070","환경보호","071","상하수도ㆍ수질","37788995976"
"2013","경남","4879000","경남거창군","070","환경보호","072","폐기물","7334054840"
"2013","경남","4879000","경남거창군","070","환경보호","076","환경보호일반","460515880"
"2013","경남","4879000","경남거창군","080","사회복지","081","기초생활보장","10100770440"
"2013","경남","4879000","경남거창군","080","사회복지","082","취약계층지원","21717558230"
"2013","경남","4879000","경남거창군","080","사회복지","084","보육ㆍ가족및여성","1099625810"
"2013","경남","4879000","경남거창군","080","사회복지","085","노인ㆍ청소년","26246430866"
"2013","경남","4879000","경남거창군","080","사회복지","086","노동","2933691540"
"2013","경남","4879000","경남거창군","080","사회복지","089","사회복지일반","1970206100"
"2013","경남","4879000","경남거창군","090","보건","091","보건의료","6371941950"
"2013","경남","4879000","경남거창군","090","보건","093","식품의약안전","126863860"
"2013","경남","4879000","경남거창군","100","농림해양수산","101","농업ㆍ농촌","60008468520"
"2013","경남","4879000","경남거창군","100","농림해양수산","102","임업ㆍ산촌","35298897550"
"2013","경남","4879000","경남거창군","110","산업ㆍ중소기업","111","산업금융지원","500000000"
"2013","경남","4879000","경남거창군","110","산업ㆍ중소기업","113","무역및투자유치","6434265160"
"2013","경남","4879000","경남거창군","110","산업ㆍ중소기업","114","산업진흥ㆍ고도화","3030066600"
"2013","경남","4879000","경남거창군","110","산업ㆍ중소기업","115","에너지및자원개발","721742940"
"2013","경남","4879000","경남거창군","120","수송및교통","121","도로","6581788960"
"2013","경남","4879000","경남거창군","120","수송및교통","126","대중교통ㆍ물류등기타","6595095440"
"2013","경남","4879000","경남거창군","140","국토및지역개발","141","수자원","56369440630"
"2013","경남","4879000","경남거창군","140","국토및지역개발","142","지역및도시","38318896410"
"2013","경남","4879000","경남거창군","140","국토및지역개발","143","산업단지","10923143055"
"2013","경남","4879000","경남거창군","160","예비비","161","예비비","0"
"2013","경남","4879000","경남거창군","900","기타","901","기타","46862509701"
"2013","경남","4880000","경남합천군","010","일반공공행정","011","입법및선거관리","686750930"
"2013","경남","4880000","경남합천군","010","일반공공행정","013","지방행정ㆍ재정지원","478928180"
"2013","경남","4880000","경남합천군","010","일반공공행정","014","재정ㆍ금융","2480491230"
"2013","경남","4880000","경남합천군","010","일반공공행정","016","일반행정","26246747985"
"2013","경남","4880000","경남합천군","020","공공질서및안전","025","재난방재ㆍ민방위","25401784140"
"2013","경남","4880000","경남합천군","050","교육","051","유아및초중등교육","4627537630"
"2013","경남","4880000","경남합천군","060","문화및관광","061","문화예술","9741792280"
"2013","경남","4880000","경남합천군","060","문화및관광","062","관광","9228525680"
"2013","경남","4880000","경남합천군","060","문화및관광","063","체육","7719935300"
"2013","경남","4880000","경남합천군","060","문화및관광","064","문화재","10623001860"
"2013","경남","4880000","경남합천군","070","환경보호","071","상하수도ㆍ수질","37671358180"
"2013","경남","4880000","경남합천군","070","환경보호","072","폐기물","2665742850"
"2013","경남","4880000","경남합천군","070","환경보호","073","대기","69314100"
"2013","경남","4880000","경남합천군","070","환경보호","074","자연","1155432280"
"2013","경남","4880000","경남합천군","070","환경보호","076","환경보호일반","261852600"
"2013","경남","4880000","경남합천군","080","사회복지","081","기초생활보장","9896858480"
"2013","경남","4880000","경남합천군","080","사회복지","082","취약계층지원","5654667540"
"2013","경남","4880000","경남합천군","080","사회복지","084","보육ㆍ가족및여성","8970213740"
"2013","경남","4880000","경남합천군","080","사회복지","085","노인ㆍ청소년","28193134840"
"2013","경남","4880000","경남합천군","080","사회복지","086","노동","1140765430"
"2013","경남","4880000","경남합천군","080","사회복지","087","보훈","994892360"
"2013","경남","4880000","경남합천군","080","사회복지","088","주택","516797350"
"2013","경남","4880000","경남합천군","080","사회복지","089","사회복지일반","611252280"
"2013","경남","4880000","경남합천군","090","보건","091","보건의료","7357308820"
"2013","경남","4880000","경남합천군","090","보건","093","식품의약안전","55431600"
"2013","경남","4880000","경남합천군","100","농림해양수산","101","농업ㆍ농촌","66482635537"
"2013","경남","4880000","경남합천군","100","농림해양수산","102","임업ㆍ산촌","19442745267"
"2013","경남","4880000","경남합천군","100","농림해양수산","103","해양수산ㆍ어촌","178306300"
